epoch,stage,lr,train_loss,train_acc,val_top1,val_top3,val_f1
1,1,0.0009046039886902864,2.7843597979755086,0.3264674365995952,0.4980952380952381,0.7952380952380952,0.49249348504889234
2,1,0.0006548539886902863,1.8730360181974022,0.5264912489582093,0.6028571428571429,0.8657142857142858,0.6012178353575433
3,1,0.0003461460113097138,1.6958746419575743,0.560542921776402,0.6247619047619047,0.8819047619047619,0.6231333421143398
4,1,9.639601130971379e-05,1.592919702713852,0.5964995832837242,0.6390476190476191,0.8990476190476191,0.637964599606022
5,1,1e-06,1.5354004040802216,0.6073342064531492,0.6447619047619048,0.8923809523809524,0.6439741514865529
6,2,9.891830623632339e-05,1.2783678953300446,0.7021073937373496,0.7723809523809524,0.9333333333333333,0.7720727391575684
7,2,9.572050015330874e-05,0.9511417027583703,0.8125967377068699,0.8352380952380952,0.9647619047619047,0.834927523476742
8,2,9.05463412215599e-05,0.808605379867531,0.8683176568639124,0.86,0.9733333333333334,0.8599878720769306
9,2,8.362196501476348e-05,0.7290165616098025,0.9012977735444696,0.8819047619047619,0.98,0.8814281674161926
10,2,7.525e-05,0.6703092025311054,0.9313013453982617,0.8952380952380953,0.979047619047619,0.8952448672271155
11,2,6.57963412215599e-05,0.642795636953662,0.9392784855339922,0.9076190476190477,0.9847619047619047,0.9075432517919778
12,2,5.567415893174885e-05,0.6190654283223344,0.9498749851172759,0.900952380952381,0.9809523809523809,0.9009577476876106
13,2,4.532584106825116e-05,0.5979475651075193,0.9604714847005595,0.9019047619047619,0.9828571428571429,0.9018542466268682
14,2,3.5203658778440106e-05,0.5856155420161525,0.9676151922847958,0.9028571428571428,0.9828571428571429,0.9026883850052575
15,2,2.5750000000000013e-05,0.5719838107550538,0.973568281938326,0.9076190476190477,0.981904761904762,0.9075186636280783
16,2,1.7378034985236535e-05,0.5652800106352206,0.9748779616621026,0.9085714285714286,0.9847619047619047,0.9083841785444321
17,2,1.0453658778440107e-05,0.5648166308063512,0.9748779616621026,0.9171428571428571,0.9780952380952381,0.9169782427659751
18,2,5.279499846691251e-06,0.5498210410090171,0.9796404333849268,0.9142857142857143,0.9838095238095238,0.9140106214673095
19,2,2.0816937636766186e-06,0.5527643884189186,0.9788070008334325,0.9095238095238095,0.9809523809523809,0.9093772971477094
20,2,1e-06,0.5449159462007118,0.9823788546255506,0.9142857142857143,0.9809523809523809,0.913923399275987
